identifier,date,chargedAmount,originalCurrency,type,category,description,status
"26297935472","2024-07-28T16:27:54.000Z",-128.52,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"26299170152","2024-07-28T12:05:41.000Z",-998.28,"₪","normal","ריהוט ובית","חברת החשמל לישראל בע""מ","completed"
"26289383816","2024-07-27T19:36:35.000Z",-190,"₪","normal","מסעדות","WOLT","completed"
"26300079004","2024-07-26T21:00:00.000Z",-116,"₪","normal","שונות","BIT","completed"
"26300078806","2024-07-26T21:00:00.000Z",-1143,"₪","normal","שונות","BIT","completed"
"26294556581","2024-07-26T11:13:40.000Z",-9,"₪","normal","מזון ומשקאות","MIX","completed"
"26264372528","2024-07-23T15:47:18.000Z",-55.21,"₪","normal","מזון ומשקאות","אי.אם.פי.אם אבן גבירול 91","completed"
"26244251039","2024-07-21T09:17:00.000Z",-301.95,"₪","normal","אנרגיה","דלק קמעונאות-נתיבות","completed"
"26225763570","2024-07-17T23:43:29.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"26151349558","2024-07-07T16:09:58.000Z",-219.24,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"26025325604","2024-06-19T17:49:49.000Z",-73.46,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"26015662492","2024-06-18T01:07:22.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"25998154923","2024-06-14T18:50:00.000Z",-131,"₪","normal","מסעדות","משלוחה הזמנת אוכל אונליין","completed"
"25989158662","2024-06-14T11:51:07.000Z",-229.65,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25962850562","2024-06-09T15:34:00.000Z",-50,"₪","normal","ריהוט ובית","פלורה בלום","completed"
"25952223628","2024-06-04T19:44:17.000Z",-599.93,"₪","normal","ריהוט ובית","חברת החשמל לישראל בע""מ","completed"
"25932440189","2024-06-04T09:14:00.000Z",-235,"₪","normal","מסעדות","משלוחה הזמנת אוכל אונליין","completed"
"25923097168","2024-06-02T21:00:00.000Z",-19.14,"₪","normal","מזון ומשקאות","aliexpress","completed"
"25923010095","2024-06-02T21:00:00.000Z",-19.14,"₪","normal","מזון ומשקאות","aliexpress","completed"
"25912744812","2024-06-02T15:59:45.000Z",-166.65,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25883326148","2024-05-28T17:51:00.000Z",-138.8,"₪","normal","מסעדות","משלוחה הזמנת אוכל אונליין","completed"
"25866003728","2024-05-24T21:00:00.000Z",-141,"₪","normal","שונות","BIT","completed"
"25809603695","2024-05-19T17:35:51.000Z",-183.2,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25811906437","2024-05-19T00:05:47.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"25807869681","2024-05-17T17:28:00.000Z",-145.4,"₪","normal","מסעדות","משלוחה הזמנת אוכל אונליין","completed"
"25791208618","2024-05-15T15:40:00.000Z",-44.63,"₪","normal","רפואה ובריאות","סופר פארם אבן גבירול 109","completed"
"25798221897","2024-05-13T21:00:00.000Z",-148.43,"₪","normal","מזון ומשקאות","PAYPAL *TEMU","completed"
"25765374897","2024-05-12T16:10:18.000Z",-274.38,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25772129607","2024-05-10T17:29:00.000Z",-132,"₪","normal","מסעדות","משלוחה הזמנת אוכל אונליין","completed"
"25760720885","2024-05-08T21:00:00.000Z",-250,"₪","normal","שונות","BIT","completed"
"25708141842","2024-05-02T17:57:21.000Z",-173.24,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25657650501","2024-04-22T21:00:00.000Z",-2000,"₪","normal","שונות","BIT","completed"
"25627209702","2024-04-19T00:03:34.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"25585551227","2024-04-14T10:10:10.000Z",-140,"₪","normal","מסעדות","WOLT","completed"
"25577921131","2024-04-12T15:53:35.000Z",-162,"₪","normal","מסעדות","WOLT","completed"
"25569622712","2024-04-11T07:10:45.000Z",-112,"₪","normal","עמותות ותרומות","יד שרה סניפים","completed"
"25556452141","2024-04-09T17:16:55.000Z",-15,"₪","normal","מסעדות","(לובי סוראסקי )פסנתר","completed"
"25552044042","2024-04-08T16:05:00.000Z",-128,"₪","normal","שונות","העברה ב BIT בנה""פ","completed"
"25525264571","2024-04-04T19:14:02.000Z",-567.38,"₪","normal","ריהוט ובית","חברת החשמל לישראל בע""מ","completed"
"25487561467","2024-03-29T08:47:17.000Z",-249.06,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25410956206","2024-03-19T00:54:15.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"25372361676","2024-03-11T22:00:00.000Z",-1000,"₪","normal","שונות","BIT","completed"
"25347393742","2024-03-09T12:44:05.000Z",-15,"₪","normal","מסעדות","ארקפה אבן גבירול","completed"
"25343861351","2024-03-08T09:00:24.000Z",-170.99,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25340172044","2024-03-05T22:00:00.000Z",-47,"₪","normal","שונות","BIT","completed"
"25325050956","2024-03-05T10:17:52.000Z",-41,"₪","normal","מסעדות","GREEN DAY","completed"
"25318363696","2024-03-03T22:00:00.000Z",-299,"₪","normal","פנאי בילוי","Microsoft*Store","completed"
"25275008620","2024-02-27T17:53:19.000Z",-133.82,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25283363081","2024-02-26T10:14:00.000Z",-50,"₪","normal","מסעדות","מלאנוקס NVIDIA","completed"
"25257131178","2024-02-24T15:57:09.000Z",-17.9,"₪","normal","מזון ומשקאות","אלמה מרקט דיזינגוף 191","completed"
"25256782639","2024-02-24T14:47:00.000Z",-67,"₪","normal","מזון מהיר","PATE AND PUFF","completed"
"25228943624","2024-02-20T18:51:20.000Z",-1130,"₪","normal","מוסדות","משרד התחבורה - רשיונות רכב","completed"
"25232581564","2024-02-19T22:00:00.000Z",-60,"₪","normal","שונות","BIT","completed"
"25222885317","2024-02-19T17:27:06.000Z",-241.82,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25211171069","2024-02-18T00:46:54.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"25186510764","2024-02-11T22:00:00.000Z",-40,"₪","normal","שונות","BIT","completed"
"25163097280","2024-02-09T08:57:13.000Z",-340.95,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25095986247","2024-01-29T19:47:36.000Z",-512.55,"₪","normal","ריהוט ובית","חברת החשמל לישראל בע""מ","completed"
"25086149764","2024-01-28T17:16:27.000Z",-236.75,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25032414542","2024-01-19T01:31:48.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"25012435560","2024-01-16T17:49:42.000Z",-276.35,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"25000628703","2024-01-13T22:00:00.000Z",-10,"₪","normal","פנאי בילוי","Microsoft*Microsoft 365 B","completed"
"24961450429","2024-01-05T22:00:00.000Z",-32,"₪","normal","שונות","BIT","completed"
"24954460421","2024-01-05T11:25:00.000Z",-251.45,"₪","normal","אנרגיה","תפוז נתיבות","completed"
"24923179546","2024-01-01T15:39:01.000Z",-200.56,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"24913480863","2023-12-30T18:39:14.000Z",-76.4,"₪","normal","מזון ומשקאות","אי.אם.פי.אם אבן גבירול 91","completed"
"24908462445","2023-12-29T12:02:31.000Z",-90,"₪","normal","מסעדות","קונגרס בזל","completed"
"24915056164","2023-12-29T10:15:43.000Z",-1428,"₪","normal","ביטוח ופיננסים","הפניקס רכב חובה","completed"
"24908453016","2023-12-29T09:45:31.000Z",-221,"₪","normal","מוסדות","משרד תחבורה העברת בעלות רכב באזור האישי","completed"
"27270623077","2024-12-18T00:56:14.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"27606650295","2025-02-02T22:00:00.000Z",-167.17,"₪","normal","מזון ומשקאות","aliexpress","completed"
"27595867096","2025-02-02T08:31:55.000Z",-1472,"₪","normal","תקשורת ומחשבים","מוביילנד","completed"
"27590270570","2025-01-31T22:00:00.000Z",-234.49,"₪","normal","מזון ומשקאות","aliexpress","completed"
"27586503111","2025-01-31T18:45:00.000Z",-66.8,"₪","normal","מסעדות","משלוחה הזמנת אוכל אונליין","completed"
"27503944096","2025-01-20T21:50:50.000Z",-824.25,"₪","normal","ביטוח ופיננסים","הראל-ביטוחי חו""ל","completed"
"27492598284","2025-01-19T00:24:02.000Z",-110,"₪","normal","תקשורת ומחשבים","חברת פרטנר תקשורת בע""מ (הו""ק)","completed"
"27487833552","2025-01-17T07:38:31.000Z",-459.98,"₪","normal","ריהוט ובית","חברת החשמל לישראל בע""מ","completed"
"27478346690","2025-01-16T18:17:50.000Z",-256.93,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"27395981881","2025-01-03T19:01:00.000Z",-151,"₪","normal","מסעדות","משלוחה הזמנת אוכל אונליין","completed"
"27382714735","2025-01-02T18:08:44.000Z",-28.9,"₪","normal","מזון ומשקאות","שופרסל שלי נוה","completed"
"27393027023","2025-01-01T22:00:00.000Z",-1400,"₪","normal","שונות","BIT","completed"
