identifier,date,chargedAmount,originalCurrency,type,category,description,status
22652137065,2022-12-21T22:00:00.000Z,-110.65,NZD,normal,מלונאות ואירוח,WWW.BOOKIT.CO.NZ,completed
22651309013,2022-12-20T22:00:00.000Z,-172.71,NZD,normal,מסעדות,HOOKED,completed
22651276419,2022-12-20T22:00:00.000Z,-432.33,NZD,normal,,MARAHAU BEACH CAMP,completed
22644961844,2022-12-20T22:00:00.000Z,-89.86,NZD,normal,מלונאות ואירוח,Queen St Holiday Park,completed
22651215387,2022-12-19T22:00:00.000Z,-112.59,NZD,normal,מסעדות,THE PARK CAFE,completed
22644876295,2022-12-19T22:00:00.000Z,-89.86,NZD,normal,,MARAHAU BEACH CAMP,completed
22639901597,2022-12-18T22:00:00.000Z,-89.66,NZD,normal,,MARAHAU BEACH CAMP,completed
22631480529,2022-12-18T22:00:00.000Z,-35.17,NZD,normal,מזון ומשקאות,On the Spot Kaiteriteri,completed
22639901685,2022-12-17T22:00:00.000Z,-59.63,NZD,normal,מסעדות,MCDONALDS RICHMOND FS,completed
22624829550,2022-12-17T22:00:00.000Z,-89.19,NZD,normal,מלונאות ואירוח,Queen St Holiday Park,completed
22624826670,2022-12-17T22:00:00.000Z,-75.81,NZD,normal,אופנה,The Warehouse 211,completed
22624753815,2022-12-16T22:00:00.000Z,-150.36,NZD,normal,מזון ומשקאות,COUNTDOWN BLENHEIM,completed
22624753291,2022-12-16T22:00:00.000Z,-107.46,NZD,normal,מלונאות ואירוח,SPRING CREEK HOLIDAY,completed
22611187655,2022-12-15T22:00:00.000Z,-51.17,NZD,normal,מסעדות,Mexican QBT,completed
22610691238,2022-12-14T22:00:00.000Z,-625.58,NZD,normal,תיירות,INTERISLANDER WEB PROCESS,completed
22610664445,2022-12-14T22:00:00.000Z,-308.19,NZD,normal,מזון ומשקאות,COUNTDOWN LOWER HUTT,completed
22610634667,2022-12-14T22:00:00.000Z,-10.21,NZD,normal,מסעדות,YELLOW HOUSE CAFE,completed
22610634591,2022-12-14T22:00:00.000Z,-16.9,NZD,normal,מזון ומשקאות,A MILNE BULLS,completed
22608680583,2022-12-13T22:00:00.000Z,-92.43,NZD,normal,מסעדות,CAMO KAI TAKEWAY,completed
22596671100,2022-12-11T22:00:00.000Z,-20.32,NZD,normal,פנאי בילוי,PUTARURU POST SHOP,completed
22596671099,2022-12-11T22:00:00.000Z,-9.4,NZD,normal,פנאי בילוי,PUTARURU POST SHOP,completed
22590421295,2022-12-11T22:00:00.000Z,-147.42,NZD,normal,מזון ומשקאות,Pak N Save Rotorua,completed
22590389427,2022-12-10T22:00:00.000Z,-1112.99,NZD,normal,פנאי בילוי,MACPAC,completed
22586920279,2022-12-10T22:00:00.000Z,-128.8,NZD,normal,מסעדות,CRAVE CAFE,completed
22583396763,2022-12-08T22:00:00.000Z,-199.58,NZD,normal,מסעדות,PAPA'S PIZZA LIMITED,completed
22578226045,2022-12-07T22:00:00.000Z,-551.52,NZD,normal,תיירות,HOBBITON MOVIE SET & FARM,completed
22880472229,2023-01-29T14:11:15.000Z,-32.89,₪,normal,ריהוט ובית,"סופרגז לבית בע""מ",completed
22725414936,2023-01-02T13:49:37.000Z,-187.66,₪,normal,מוסדות,מי אביבים 2010 בעמ,completed
22718099599,2022-12-31T22:45:41.000Z,-90.61,₪,normal,ריהוט ובית,"סופרגז לבית בע""מ",completed
22572477304,2022-12-07T15:52:40.000Z,-221.54,₪,normal,תקשורת ומחשבים,שקם דיוטי,completed
22524208931,2022-11-29T04:44:41.000Z,-749,₪,normal,ביטוח ופיננסים,הפניקס ביטוח,completed
22498943757,2022-11-26T20:15:55.000Z,-29.7,₪,normal,מזון ומשקאות,סופר יודה,completed
22498317496,2022-11-26T10:56:35.000Z,-187.41,₪,normal,אופנה,TNF אגמון מרקט,completed
22467308147,2022-11-20T12:21:42.000Z,-24,₪,normal,מזון ומשקאות,בית לחם,completed
22461585941,2022-11-19T12:41:47.000Z,-477.09,₪,normal,מוסדות,עיריית תל אביב-יפו-ארנונה,completed
22459137786,2022-11-19T12:35:27.000Z,-161.97,₪,normal,מוסדות,מי אביבים 2010 בעמ,completed
22437804745,2022-11-15T15:28:42.000Z,-118.28,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
22437462041,2022-11-15T15:05:33.000Z,-70.7,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
22428175214,2022-11-13T12:00:42.000Z,-152,₪,normal,ריהוט ובית,"שף דיפו בע""מ",completed
22418597955,2022-11-12T17:37:00.000Z,-275,₪,normal,מסעדות,"אושר בפיתה בע""מ",completed
22410006545,2022-11-10T20:16:00.000Z,-34,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
22402690783,2022-11-09T14:12:19.000Z,-141.84,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
22403103555,2022-11-09T12:00:50.000Z,-19.2,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
22398483716,2022-11-08T15:45:11.000Z,-362,₪,normal,תיירות,אופקים נסיעות,completed
22365924372,2022-11-02T18:25:35.000Z,-30.8,₪,normal,מזון ומשקאות,סופר יודה,completed
22359071225,2022-11-01T10:18:56.000Z,-84,₪,normal,מסעדות,"בוקה חמניה בע""מ",completed
22359953299,2022-10-31T19:51:11.000Z,-23,₪,normal,מזון ומשקאות,סופר יודה,completed
22354086925,2022-10-31T17:20:00.000Z,-12,₪,normal,מסעדות,ארקו,completed
22348364911,2022-10-30T19:55:11.000Z,-56,₪,normal,מסעדות,PASTA VIA,completed
22346652121,2022-10-30T11:28:38.000Z,-115.6,₪,normal,,TLV STOCK,completed
22353394485,2022-10-30T08:32:00.000Z,-180.5,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
22303190768,2022-10-24T11:08:50.000Z,-6.9,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
22290679747,2022-10-21T09:52:53.000Z,-33,₪,normal,מסעדות,ליאתי.לשבת.לקחת,completed
22285059301,2022-10-20T20:58:19.000Z,-12.5,₪,normal,מזון ומשקאות,אי.אם.פי.אם זבוטינסקי תא,completed
22283681630,2022-10-20T18:38:17.000Z,-191.6,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
22239382482,2022-10-12T13:33:05.000Z,-87.43,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
22239822880,2022-10-12T10:08:38.000Z,-58.6,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
22230373387,2022-10-10T11:05:00.000Z,-285.89,₪,normal,אנרגיה,רוזנפלד תחנות דלק והשקעות,completed
22226337598,2022-10-10T08:45:14.000Z,-135,₪,normal,מסעדות,"- 1 מעיונה בע""מ",completed
22218574970,2022-10-08T17:08:13.000Z,-30.23,₪,normal,מזון ומשקאות,סופר במושבה,completed
22221493646,2022-10-07T11:07:12.000Z,-265.4,₪,normal,מזון ומשקאות,יוחננוף קריית שמונה,completed
22217833848,2022-10-07T07:10:55.000Z,-50,₪,normal,מלונאות ואירוח,חברת הגושרים מלון בטבע בע,completed
22194559081,2022-10-03T13:11:15.000Z,-68,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21918220790,2022-08-16T21:00:00.000Z,-220.57,NZD,normal,מוסדות,NZETA,completed
22177177840,2022-09-30T11:26:02.000Z,-24,₪,normal,מסעדות,קונגרס בזל,completed
22153790944,2022-09-27T19:43:32.000Z,-52.63,₪,normal,מזון ומשקאות,אי.אם.פי.אם זבוטינסקי תא,completed
22152330380,2022-09-27T12:59:32.000Z,-140,₪,normal,מסעדות,ג'אווה - JAVA,completed
22138340503,2022-09-23T09:52:33.000Z,-157.45,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
22110288712,2022-09-19T15:42:25.000Z,-111.02,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
22108683208,2022-09-19T14:04:17.000Z,-7,₪,normal,מזון ומשקאות,- 1 תמרה - ישראל בוירסקי,completed
22107123676,2022-09-18T16:22:17.000Z,-100,₪,normal,מסעדות,סנטה קתירנה,completed
22098691792,2022-09-17T11:55:00.000Z,-54.9,₪,normal,רפואה ובריאות,סופר פארם סיטי סנטר 79,completed
22098691791,2022-09-17T11:52:00.000Z,-37.8,₪,normal,רפואה ובריאות,סופר פארם סיטי סנטר 79,completed
22100677652,2022-09-16T07:11:00.000Z,-17,₪,normal,מסעדות,ארקו,completed
22082452238,2022-09-14T09:54:36.000Z,-6.9,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
22081075693,2022-09-14T09:39:33.000Z,-18,₪,normal,מסעדות,mela,completed
22065399180,2022-09-11T17:52:00.000Z,-119.5,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
22061994591,2022-09-11T15:18:59.000Z,-32,₪,normal,מסעדות,mela,completed
22065624302,2022-09-11T15:13:24.000Z,-27.8,₪,normal,מזון ומשקאות,מרקטו באזל,completed
22057434890,2022-09-09T14:25:51.000Z,-39,₪,normal,מסעדות,קפה קסטל,completed
22048907870,2022-09-08T13:31:52.000Z,-55.4,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
22033424241,2022-09-05T17:51:00.000Z,-11.9,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
22031736183,2022-09-05T17:48:38.000Z,-202.65,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
22025832597,2022-09-04T07:32:00.000Z,-45,₪,normal,ריהוט ובית,PLANT 45,completed
22020291468,2022-09-03T14:10:38.000Z,-150.03,₪,normal,מוסדות,מי אביבים 2010 בעמ,completed
22019325800,2022-09-03T14:08:47.000Z,-473.25,₪,normal,מוסדות,עיריית תל אביב-יפו-ארנונה,completed
22021309684,2022-09-02T09:28:26.000Z,-46,₪,normal,מסעדות,בוטיק סנטרל,completed
21999013883,2022-08-30T15:10:24.000Z,-79.3,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
21995042232,2022-08-29T15:47:00.000Z,-50.1,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
21959957666,2022-08-24T17:49:59.000Z,-109,₪,normal,מסעדות,PASTA VIA,completed
21932828799,2022-08-19T08:00:00.000Z,-356,₪,normal,פנאי בילוי,"פה זה טיב צילום בע""מ",completed
21922987445,2022-08-18T13:12:43.000Z,-38,₪,normal,מסעדות,mela,completed
21906641435,2022-08-15T14:19:13.000Z,-24.9,₪,normal,מזון ומשקאות,אי.אם.פי.אם זבוטינסקי תא,completed
21900441554,2022-08-14T19:16:11.000Z,-27.27,₪,normal,מזון ומשקאות,סופר יודה,completed
21901547311,2022-08-14T16:49:16.000Z,-15,₪,normal,מזון ומשקאות,מייזון קייזר,completed
21894033179,2022-08-13T20:28:00.000Z,-26,₪,normal,מזון ומשקאות,אוטלו,completed
21893130145,2022-08-13T20:09:54.000Z,-135,₪,normal,מסעדות,קפה דיזינגוף,completed
21892710443,2022-08-12T17:20:32.000Z,-14.9,₪,normal,מזון ומשקאות,אי.אם.פי.אם זבוטינסקי תא,completed
21842149643,2022-08-04T19:13:00.000Z,-283.18,₪,normal,אנרגיה,סונול רמת ישי,completed
21846656924,2022-08-04T19:03:53.000Z,-165,₪,normal,מזון ומשקאות,נדב קינוחים,completed
21827270896,2022-08-01T20:04:33.000Z,-45,₪,normal,מזון ומשקאות,- 1 תמרה - ישראל בוירסקי,completed
21576807611,2022-06-18T21:00:00.000Z,-12.85,€,normal,מזון ומשקאות,Coca-Cola AUTOMAT,completed
21567559762,2022-06-17T21:00:00.000Z,-198.69,€,normal,אופנה,PRIMARK BERLIN ZOOM,completed
21567390515,2022-06-17T21:00:00.000Z,-294.32,€,normal,אופנה,tree distribution GmbH,completed
21560859451,2022-06-15T21:00:00.000Z,-33.12,€,normal,,S-Bahn Berlin GmbH,completed
21560859450,2022-06-15T21:00:00.000Z,-33.12,€,normal,,S-Bahn Berlin GmbH,completed
21560802221,2022-06-15T21:00:00.000Z,-25.35,€,normal,מסעדות,63490213_STARBUCKS BERLIN,completed
21560764605,2022-06-14T21:00:00.000Z,-110.39,€,normal,תיירות,PAYPAL *AIB,completed
21556882282,2022-06-14T21:00:00.000Z,-2248.56,€,normal,מלונאות ואירוח,AMANO GRAND CENTRAL,completed
21556872322,2022-06-14T21:00:00.000Z,-14.91,€,normal,מזון ומשקאות,SCHAEFERS 68552,completed
21556636311,2022-06-14T21:00:00.000Z,-203.97,€,normal,מסעדות,BLOCK HOUSE 1133,completed
21798835748,2022-07-27T11:11:42.000Z,-126,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
21767851160,2022-07-22T10:33:05.000Z,-111.97,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21736559986,2022-07-17T15:54:20.000Z,-206.29,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
21732566118,2022-07-16T18:59:33.000Z,-58.3,₪,normal,מסעדות,ארציאלי פיצריה,completed
21733102581,2022-07-15T17:49:10.000Z,-64,₪,normal,מסעדות,חוף מציצים,completed
21727464616,2022-07-15T13:32:16.000Z,-93.2,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
21733247997,2022-07-15T09:32:00.000Z,-137,₪,normal,מסעדות,אלקלעי יין בע''מ,completed
21678132322,2022-07-06T17:21:34.000Z,-23.91,₪,normal,מזון ומשקאות,ויקטורי דיזינגוף,completed
21671074761,2022-07-05T18:10:55.000Z,-76.99,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21657838982,2022-07-03T16:51:24.000Z,-134.14,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21658360750,2022-07-03T16:31:15.000Z,-81.8,₪,normal,,TLV STOCK,completed
21654462115,2022-07-02T20:51:00.000Z,-140,₪,normal,אירועים,223,completed
21652536336,2022-07-02T14:14:00.000Z,-500,₪,normal,מוסדות,עיריית תל אביב חנייה,completed
21653740025,2022-07-01T09:05:46.000Z,-203.75,₪,normal,מזון ומשקאות,טיב טעם רשתות עדן תל אביב גן העיר,completed
21648326443,2022-07-01T09:11:09.000Z,-30,₪,normal,מסעדות,בותניה אוכל דרוזי,completed
21645961047,2022-06-30T14:38:50.000Z,-24,₪,normal,מסעדות,רולדין ברודצקי,completed
21630985620,2022-06-28T19:50:12.000Z,-200,₪,normal,מסעדות,"המבורגר גורמה 62 בע""מ",completed
21616813198,2022-06-26T18:12:00.000Z,-18,₪,normal,מסעדות,אבולעפיה,completed
21615524567,2022-06-26T07:16:00.000Z,-34.9,₪,normal,מזון ומשקאות,סופר יודה,completed
21602258731,2022-06-24T14:33:16.000Z,-15,₪,normal,מזון ומשקאות,- 1 תמרה - ישראל בוירסקי,completed
21599288558,2022-06-23T19:08:00.000Z,-57,₪,normal,מסעדות,BOSTON PIZZA,completed
21600996222,2022-06-23T16:40:23.000Z,-38,₪,normal,מזון ומשקאות,לחמים אבן גבירול,completed
21598221186,2022-06-23T13:16:11.000Z,-88.9,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
21598221175,2022-06-23T10:46:17.000Z,-7.3,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
21574049507,2022-06-19T18:24:56.000Z,-220.87,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
21548276844,2022-06-14T16:02:18.000Z,-75,₪,normal,מסעדות,"ארומה נתב""ג טרמינל 1",completed
21547516479,2022-06-14T11:51:57.000Z,-10,₪,normal,מזון ומשקאות,באבי,completed
21549635812,2022-06-14T10:07:00.000Z,-22,₪,normal,מסעדות,פלאפל 4 טעמים אבן גבירול,completed
21548883763,2022-06-14T09:48:00.000Z,-39.8,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
21545044319,2022-06-13T19:06:00.000Z,-49.9,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
21537420727,2022-06-12T09:02:41.000Z,-115,₪,normal,מסעדות,לחמקה,completed
21516885113,2022-06-08T17:34:00.000Z,-150.02,₪,normal,אנרגיה,פז YELLOW הירקון,completed
21497402133,2022-06-03T12:37:24.000Z,-56.46,₪,normal,מזון ומשקאות,טיב טעם רשתות דיזינגוף 16,completed
21279392529,2022-04-25T21:00:00.000Z,-1531.94,$,normal,תיירות,ETR.mytrip_il_LL7Q14,completed
21461202881,2022-05-29T16:59:34.000Z,-35,₪,normal,מסעדות,בוטיק סנטרל פרישמן,completed
21412265743,2022-05-21T11:05:00.000Z,-19,₪,normal,מזון ומשקאות,אוטלו,completed
21362967747,2022-05-12T13:19:43.000Z,-69.7,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
21340806700,2022-05-08T08:48:51.000Z,-24,₪,normal,מסעדות,קונגרס בזל,completed
21342251340,2022-05-08T08:18:35.000Z,-25.3,₪,normal,מסעדות,עץ הדעת- חנות הטבע שלי,completed
21334678785,2022-05-06T12:00:53.000Z,-20,₪,normal,מזון ומשקאות,השייק של יהודה,completed
21330668662,2022-05-06T09:30:31.000Z,-36,₪,normal,פנאי בילוי,רשות הטבע והגנים חוף דור הבונים,completed
21327252969,2022-05-05T09:55:00.000Z,-250.28,₪,normal,אנרגיה,דלק רמת אביב 3,completed
21262477122,2022-04-24T17:28:00.000Z,-45,₪,normal,מסעדות,נוטי בייקרי,completed
21254693537,2022-04-23T15:17:10.000Z,-56,₪,normal,מזון ומשקאות,- 1 תמרה - ישראל בוירסקי,completed
21217944543,2022-04-14T14:05:04.000Z,-45,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
21211583374,2022-04-13T11:12:57.000Z,-22.5,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
21187280978,2022-04-08T16:42:55.000Z,-17.17,₪,normal,מזון ומשקאות,אי.אם.פי.אם אבן גבירול 91,completed
21173173450,2022-04-06T11:11:17.000Z,-62,₪,normal,מסעדות,החומוס של רונן,completed
21171776393,2022-04-06T11:03:31.000Z,-16.8,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
21155877257,2022-04-03T11:24:00.000Z,-133.7,₪,normal,רפואה ובריאות,סופר פארם קסטל תל אביב 195,completed
21150723602,2022-04-01T15:46:37.000Z,-5.37,₪,normal,מזון ומשקאות,אי.אם.פי.אם זבוטינסקי תא,completed
21150730643,2022-04-01T08:58:00.000Z,-15,₪,normal,מסעדות,טורטה דלנונה,completed
21147609202,2022-04-01T08:21:58.000Z,-53,₪,normal,מזון ומשקאות,גרציאני,completed
24302280466,2023-09-17T16:46:30.000Z,-72.54,₪,normal,מזון ומשקאות,אי.אם.פי.אם זבוטינסקי תא,completed
24291149848,2023-09-14T13:28:24.000Z,-19,₪,normal,מסעדות,בוטיק סנטרל,completed
24288025565,2023-09-14T13:21:42.000Z,-24,₪,normal,ריהוט ובית,פרחי הלה בעמ - בזל,completed
24289722008,2023-09-14T04:02:37.000Z,-53.28,₪,normal,ריהוט ובית,"בעברית אלקטרה פאוור סופרגז בע""מ",completed
24261228274,2023-09-10T08:07:14.000Z,-66,₪,normal,משחקי מזל,ראלי וייס -משווק מפעל הפיס,completed
24250119264,2023-09-08T15:56:52.000Z,-421,₪,normal,מלונאות ואירוח,מסעדת ג'ורג וג'ון,completed
24241877300,2023-09-07T13:13:32.000Z,-8,₪,normal,מסעדות,ליאתי.לשבת.לקחת,completed
24237198630,2023-09-06T16:53:55.000Z,-50.58,₪,normal,מזון ומשקאות,טיב טעם רשתות עדן תל אביב גן העיר,completed
24220537864,2023-09-04T07:43:59.000Z,-7.6,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
24219744816,2023-09-04T07:41:49.000Z,-50,₪,normal,מסעדות,mela,completed
24215523645,2023-09-03T17:07:00.000Z,-78.1,₪,normal,רפואה ובריאות,סופר פארם אבן גבירול 109,completed
24214994993,2023-09-03T11:22:17.000Z,-476.68,₪,normal,מוסדות,עיריית תל אביב-יפו-ארנונה,completed
24207887268,2023-09-01T21:00:00.000Z,-19.96,€,normal,,WIENER LINIEN 171,completed
24207886960,2023-09-01T21:00:00.000Z,-101.46,€,normal,מסעדות,Baobar,completed
24207791453,2023-09-01T21:00:00.000Z,-83.12,€,normal,אופנה,HM AT0109,completed
24206928267,2023-08-31T21:00:00.000Z,-104.41,€,normal,מזון ומשקאות,PENNY DANKT,completed
24201581078,2023-08-30T21:00:00.000Z,-66.53,€,normal,מזון ומשקאות,ANKERBROT,completed
24164741975,2023-08-27T18:27:51.000Z,-54.84,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24165001891,2023-08-27T18:02:54.000Z,-32,₪,normal,מזון ומשקאות,- 1 תמרה - ישראל בוירסקי,completed
24166347937,2023-08-27T14:15:22.000Z,-182.12,₪,normal,מוסדות,מי אביבים 2010 בעמ,completed
24164858431,2023-08-27T11:07:30.000Z,-70.8,₪,normal,,TLV STOCK,completed
24368407857,2023-09-27T17:54:19.000Z,-250,₪,normal,,עיריית תל אביב חנייה,completed
24347179151,2023-09-25T17:31:00.000Z,-303.08,₪,normal,אנרגיה,דלק מנטה אלונים,completed
24329650740,2023-09-22T10:31:30.000Z,-55.46,₪,normal,מזון ומשקאות,קניונית,completed
24337375739,2023-09-21T16:12:37.000Z,-46,₪,normal,מזון ומשקאות,נדב קינוחים,completed
24326775155,2023-09-21T06:11:03.000Z,-10.87,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24450532038,2023-10-12T15:42:58.000Z,-227.67,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
24440067246,2023-10-10T14:57:26.000Z,-181.27,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24441963228,2023-10-10T14:34:15.000Z,-19,₪,normal,מסעדות,בוטיק סנטרל,completed
24436641692,2023-10-09T06:10:00.000Z,-44,₪,normal,מסעדות,איזי,completed
24431040351,2023-10-08T13:21:02.000Z,-214.88,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
24403984411,2023-10-03T15:32:15.000Z,-25.9,₪,normal,,TLV STOCK,completed
24397495920,2023-10-02T15:51:57.000Z,-115.32,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24391844416,2023-10-01T12:27:24.000Z,-92.78,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed
24392254023,2023-10-01T09:24:23.000Z,-42.4,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
24377341596,2023-09-28T13:19:31.000Z,-19,₪,normal,מסעדות,בוטיק סנטרל,completed
24368407857,2023-09-27T17:54:19.000Z,-250,₪,normal,,עיריית תל אביב חנייה,completed
24884794316,2023-12-26T20:15:00.000Z,-328,₪,normal,מסעדות,סנטה קתרינה,completed
24875589638,2023-12-25T12:39:25.000Z,-67.13,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24870102388,2023-12-24T10:06:58.000Z,-10.21,₪,normal,מזון ומשקאות,אי.אם.פי.אם אבן גבירול 91,completed
24863196504,2023-12-22T10:17:33.000Z,-299.94,₪,normal,אופנה,קוויק סילבר,completed
24848227264,2023-12-20T12:15:43.000Z,-608,₪,normal,רפואה ובריאות,אסותא מרכזים - קסור,completed
24838750153,2023-12-19T08:01:29.000Z,-78,₪,normal,מסעדות,frenchy,completed
24828074944,2023-12-17T09:48:00.000Z,-95,₪,normal,ציוד ומשרד,ד.נ.א ציוד משרדי בעמ,completed
24826703222,2023-12-17T09:45:41.000Z,-76.2,₪,normal,מזון ומשקאות,Carrefour City אבן גבירול,completed
24820845524,2023-12-16T13:02:39.000Z,-12.9,₪,normal,מזון ומשקאות,אי.אם.פי.אם זבוטינסקי תא,completed
24822931515,2023-12-15T12:45:08.000Z,-356.36,₪,normal,מזון ומשקאות,טיב טעם רשתות עדן תל אביב גן העיר,completed
24811423165,2023-12-14T14:42:30.000Z,-9.7,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24796408439,2023-12-12T15:14:47.000Z,-25,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
24783714864,2023-12-10T09:55:06.000Z,-69,₪,normal,ריהוט ובית,סמרה המרכז לאמבטיה,completed
24745432766,2023-12-03T10:37:26.000Z,-429,₪,normal,רפואה ובריאות,אסותא מרכזים - קסור,completed
24736003752,2023-12-01T08:27:32.000Z,-43,₪,normal,מסעדות,"לה בון פטיסרי בע""מ",completed
24722593334,2023-11-29T19:58:30.000Z,-57.3,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24725407392,2023-11-29T19:27:36.000Z,-142,₪,normal,מסעדות,"מינדי בר יהודה בע""מ ארנסטו",completed
24703508190,2023-11-27T08:24:48.000Z,-8.8,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
24680534990,2023-11-23T14:06:09.000Z,-6,₪,normal,מסעדות,ליאתי.לשבת.לקחת,completed
24672955326,2023-11-22T12:21:57.000Z,-17.6,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24667632731,2023-11-21T15:12:41.000Z,-64.8,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
24660367359,2023-11-20T17:14:39.000Z,-202,₪,normal,מסעדות,WOLT,completed
24652302509,2023-11-19T10:04:56.000Z,-189,₪,installments,ביטוח ופיננסים,הפניקס רכב חובה,completed
24650538519,2023-11-17T08:35:01.000Z,-92,₪,normal,מסעדות,בייקרי דיזינגוף,completed
24652247151,2023-11-16T17:11:33.000Z,-194.67,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24642563531,2023-11-16T16:26:51.000Z,-239.94,₪,normal,מזון ומשקאות,טיב טעם רשתות עדן תל אביב גן העיר,completed
24642420574,2023-11-16T16:08:47.000Z,-55.9,₪,normal,ריהוט ובית,נעמן,completed
24600064441,2023-11-09T15:15:22.000Z,-136.28,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24591154082,2023-11-07T16:56:21.000Z,-23.5,₪,normal,מסעדות,בוטיק סנטרל,completed
24589112730,2023-11-07T14:41:17.000Z,-53.7,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
24589951725,2023-11-07T07:55:17.000Z,-10.86,₪,normal,מזון ומשקאות,אי.אם.פי.אם אבן גבירול 91,completed
24560350534,2023-11-02T09:58:00.000Z,-2300,₪,normal,מוסדות,איכילוב תאגיד הבריאות ליד המרכז הרפואי,completed
24563164707,2023-11-02T07:47:17.000Z,-5.6,₪,normal,מזון ומשקאות,מרכז פירות וירקות,completed
24562371669,2023-11-01T12:26:51.000Z,-0.18,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24558862108,2023-11-01T08:54:12.000Z,-480.17,₪,normal,מוסדות,עיריית תל אביב-יפו-ארנונה,completed
24559075760,2023-11-01T08:51:42.000Z,-134.92,₪,normal,מוסדות,מי אביבים 2010 בעמ,completed
24509047638,2023-10-24T13:48:25.000Z,-9,₪,normal,מזון ומשקאות,בזל בייקרי,completed
24503474827,2023-10-22T12:08:23.000Z,-64.63,₪,normal,מסעדות,"אניטה גלידה בע""מ",completed
24486862806,2023-10-19T14:59:15.000Z,-19,₪,normal,מסעדות,בוטיק סנטרל,completed
24468714311,2023-10-16T12:31:59.000Z,-108.77,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24468714308,2023-10-16T12:24:26.000Z,-110.08,₪,normal,מזון ומשקאות,שופרסל שלי נוה,completed
24450532038,2023-10-12T15:42:58.000Z,-227.67,₪,normal,מזון ומשקאות,שלי אבן גבירול,completed

"27174496940","2024-12-03T18:35:14.000Z",-52.23,"₪","normal","מזון ומשקאות","אי.אם.פי.אם זבוטינסקי תא","completed"
"27166309404","2024-12-02T14:45:17.000Z",-288.21,"₪","normal","רפואה ובריאות","קרן מכבי","completed"
"27168028657","2024-12-02T11:28:00.000Z",-311,"₪","normal","מסעדות","קפה נואר בע""מ","completed"
"27160516864","2024-12-01T10:57:01.000Z",-209.97,"₪","normal","מוסדות","עיריית תל אביב-יפו-ארנונה","completed"
